name,address,image,rating,description,totalscore,cantcomment
Queen Ann Motel,450 SE Pioneer Way,Queen_Ann_Motel.png,8.4972403049469,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel",8.4972403049469,1
Wyndham Garden Chinatown,93 Bowery,Wyndham_Garden_Chinatown.png,8.497230917215347,"Hotels,Accommodations & Lodging,Hotels Motels,Hotel",8.497230917215347,1
Economy Inn,516 S College St,Economy_Inn.png,8.497147619724274,"Hotels,Budget Hotels,Lodging,Hotels Motels,travel,Motels,Hotels & Motels,Hotel",8.497147619724274,1
Sleep Inn Suites-van Buren,1633 N 12th Ct,Sleep_Inn_Suites-van_Buren.png,8.49713122844696,"Hotels,Hotels and motels,Hotel",8.49713122844696,1
Baymont Inn & Suites Amarillo East,1700 E Interstate 40,Baymont_Inn___Suites_Amarillo_East.png,8.49705359339714,"Hotels,Meeting & Event Planning Services,Lodging,Hotels Motels,Motels,Hotel",8.49705359339714,1
La Quinta Inn Lufkin,2119 S 1st St,La_Quinta_Inn_Lufkin.png,8.497046440839767,"Bed Breakfasts,Budget Hotels,Apartment Hotels,Business Services,Lodging,Family-friendly Hotels,Travel,Extended Stay,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Beach Hotels,Business Hotels,Hotel",16.994092881679535,2
Smitty's On Snowbank,14564 Snow Lodge Rd,Smitty_s_On_Snowbank.png,8.49687910079956,"Hotels and motels,Resorts,Hotel",8.49687910079956,1
BEST WESTERN PLUS West I-64,411 W Spring St,BEST_WESTERN_PLUS_West_I-64.png,8.496783435344696,"Hotels,Corporate Housing,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",8.496783435344696,1
Hilton Miami Airport Blue Lagoon,5101 Blue Lagoon Drive,Hilton_Miami_Airport_Blue_Lagoon.png,8.496777772903442,"Hotels,Lodging,Hotels Motels,Hotel",8.496777772903442,1
Econo Lodge,10936 Market Lane US 13,Econo_Lodge.png,8.496766746044159,"Hotels Motels,Hotel",8.496766746044159,1
Ace Hotel-new Orleans,600 Carondelet St,Ace_Hotel-new_Orleans.png,8.49673917889595,"Hotels,Hotels and motels,Hotel Central Business District,Hotel",8.49673917889595,1
Ramada,3020 Utica Ridge Rd,Ramada.png,8.496525049209595,"Hotel and Pool,Hotels Motels,Hotels & Motels",8.496525049209595,1
Four Points By Sheraton Jacksonville Baymeadows,8520 Baymeadows Rd,Four_Points_By_Sheraton_Jacksonville_Baymeadows.png,8.496432363986969,"Hotels,Hotels and motels,Lodging,restaurants,Hotel",8.496432363986969,1
Sheraton Gateway Los Angeles Hotel,6101 West Century Boulevard,Sheraton_Gateway_Los_Angeles_Hotel.png,8.496425807476044,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Wedding Sites,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel",8.496425807476044,1
Northern Rail Traincar Inn,1730 Highway 3,Northern_Rail_Traincar_Inn.png,8.49639242887497,"Hotels,Bed and Breakfast and Inns,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",16.99278485774994,2
Hampton Inn-longmont,850 S Main St,Hampton_Inn-longmont.png,8.496368139982224,"Hotels,Hotels and motels,Hotel",8.496368139982224,1
Onalaska Inn,651 2nd Ave S,Onalaska_Inn.png,8.496268600225449,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotel",8.496268600225449,1
Hilton Garden Inn Key West / The Keys Collection,3850 N Roosevelt Blvd,Hilton_Garden_Inn_Key_West___The_Keys_Collection.png,8.49618485569954,"Hotels,Lodging,Hotel",8.49618485569954,1
Hampton Inn Oxford-West,110 Heritage Dr,Hampton_Inn_Oxford-West.png,8.496117502450943,"Hotels,Corporate Lodging,Lodging,Hotel",8.496117502450943,1
Best Western Plus Columbia River Inn,735 Wanapa St,Best_Western_Plus_Columbia_River_Inn.png,8.495917528867722,"Family-Friendly Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel,Business Hotels",8.495917528867722,1
Best Western Of Whitmore Lake,9897 Main St,Best_Western_Of_Whitmore_Lake.png,8.49589316546917,"Hotels,Event Planning,Corporate Housing,Lodging,Hotels Motels,Hotel",16.99178633093834,2
Brick Lodge Atlanta/Norcross,2050 Willow Trail Parkway,Brick_Lodge_Atlanta_Norcross.png,8.495860755443573,"Hotels,Lodging,Hotel",8.495860755443573,1
Miles City Hotel Suites,1720 S Haynes Ave,Miles_City_Hotel_Suites.png,8.49583050608635,"Hotels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel",8.49583050608635,1
Motel 6 Silver City,1040 E Hwy 180,Motel_6_Silver_City.png,8.495722323656082,"Hotels Motels,Hotel",8.495722323656082,1
City Center Motel,604 W 26th Ave,City_Center_Motel.png,8.495711594820023,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",8.495711594820023,1
Best Western Plus Hotel at the Convention Center,517 E 1st St,Best_Western_Plus_Hotel_at_the_Convention_Center.png,8.495667338371277,"Corporate Housing,Hotels and motels,Resorts,Budget Hotels,Hotel Downtown Long Beach,American restaurants,Lodging,Family-friendly Hotels,Restaurants,Hotels,Hotel and motel reservations,Night clubs and live music,Hotel and motel mgmt.,Hotels Motels,Hotel,Banquet facilities,Business Hotels",16.991334676742554,2
Ka'anapali Beach Club,104 Kaanapali Shores Place,Ka_anapali_Beach_Club.png,8.495614886283875,"Hotels,Condominium Management,Budget Hotels,Resorts,Tourist Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Hotel,Business Hotels",16.99122977256775,2
Iron Ridge Inn Motel,129 S Main St,Iron_Ridge_Inn_Motel.png,8.495426833629608,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",8.495426833629608,1
Crystal Beach Hotel,2500 N Baltimore Ave,Crystal_Beach_Hotel.png,8.495422065258026,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",16.990844130516052,2
Larchmont Hotel,27 W 11th St,Larchmont_Hotel.png,8.495406121015549,"Hotels,Bed Breakfasts,Restaurant,Budget Hotels,Bed & Breakfasts,Hotels Motels,Hotels & Motels,Hotel",8.495406121015549,1
National Trail Motel,4617 National Pike,National_Trail_Motel.png,8.495343685150146,"Hotels,Hotels and motels,Motel,Hotels Motels,Motels,Hotel",8.495343685150146,1
Hampton Inn Suites Pauls Valley,105 S Humphrys Blvd,Hampton_Inn_Suites_Pauls_Valley.png,8.495147436857224,"Hotels And Motels,Hotels & Motels,Hotel",8.495147436857224,1
Oceanfront Inn,2901 Atlantic Avenue,Oceanfront_Inn.png,8.495099157094955,"Hotels,Lodging,Motels,Hotel,Restaurants",8.495099157094955,1
Z Bar Motel,626 Fort St,Z_Bar_Motel.png,8.495092526078224,"Hotels,Budget Hotels,Hotels and motels,Motel,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",16.99018505215645,2
Pelican Place,3221 Ne 7th Pl,Pelican_Place.png,8.494933158159256,"Hotels,Lodging,Hotels Motels,Motels,Hotel",8.494933158159256,1
Quality Inn Suites,2056 Laporte Rd,Quality_Inn_Suites.png,8.494908571243286,"Hotels,Motels,Hotel",8.494908571243286,1
Hampton Inn-lindale/tyler,3505 S Main St,Hampton_Inn-lindale_tyler.png,8.494803816080093,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",8.494803816080093,1
Hilton Garden Inn Uniontown,555 Synergy Drive,Hilton_Garden_Inn_Uniontown.png,8.494728416204453,"Hotels,Lodging,Hotels Motels,Hotel",8.494728416204453,1
Hampton Inn-atlanta/fairburn,7790 Ella Ln,Hampton_Inn-atlanta_fairburn.png,8.494688332080841,"Hotels and motels,Hotel and motel reservations,Hotel",8.494688332080841,1
Econo Lodge,5971 W Jim Bilton Blvd,Econo_Lodge.png,8.49464675784111,"Hotels,Corporate Lodging,Motel,Lodging,Hotels Motels,Motels,Hotel",8.49464675784111,1
Value Host Motor Inn,1101 US Highway 41 W,Value_Host_Motor_Inn.png,8.49402791261673,"Hotels,Hotels and motels,Lodging,Hotels Motels,Luxury Hotels,Motels,Hotel",8.49402791261673,1
Best Western Country Inn,27706 Jefferson Ave,Best_Western_Country_Inn.png,8.494016289710999,"Event Planning,Hotels,Hotels Motels,Hotel",8.494016289710999,1
Americas Best Value Inn-phoenix/i-10 West,1550 N 52nd Dr,Americas_Best_Value_Inn-phoenix_i-10_West.png,8.494003027677536,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",8.494003027677536,1
Atlantic Inn,28534 Dupont Blvd,Atlantic_Inn.png,8.4939925968647,"Hotels,Hotels and motels,Lodging,Bed & Breakfast & Inns,Motels,Hotel",8.4939925968647,1
Willow Brook Lodge,3035 Parkway,Willow_Brook_Lodge.png,8.493967115879059,"Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Web page and site design,Motel,Hotel",16.987934231758118,2
Americas Best Value Inn Suites,5700 State Route 154,Americas_Best_Value_Inn_Suites.png,8.493875722090403,"Hotels,Travel & Transport,Lodging,Motels,Hotels & Motels,Hotel",25.48162716627121,3
Red Roof Plus+ Phoenix West,5215 W Willetta St,Red_Roof_Plus+_Phoenix_West.png,8.493831217288971,"Hotels and motels,Hotel",8.493831217288971,1
Holiday Inn Express & Suites Raton,101 Card Avenue,Holiday_Inn_Express___Suites_Raton.png,8.493820637464523,"Wedding Sites,Tourist Hotels,Meeting Facilities,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Hotel",8.493820637464523,1
Hampton Inn Suites Adairsville-Calhoun Area,101 Travelers Path,Hampton_Inn_Suites_Adairsville-Calhoun_Area.png,8.493736147880554,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Hotel",8.493736147880554,1
Comfort Inn Lucky Lane,2480 E Lucky Ln,Comfort_Inn_Lucky_Lane.png,8.493688240647316,"Hotels,Corporate Lodging,Lodging,Motels,Hotel",16.987376481294632,2
Hyatt Place Atlanta Airport South,1899 Sullivan Rd,Hyatt_Place_Atlanta_Airport_South.png,8.493664622306824,"Hotels,Hotels and motels,American restaurants,Airports,Hotel,Restaurants",8.493664622306824,1
Dairyland Motel LLC,535 Ridge St,Dairyland_Motel_LLC.png,8.49362125992775,"Hotels and motels,Hotel and motel reservations,Hotel",8.49362125992775,1
Fairfield Inn Suites Indianapolis Downtown,501 W Washington St,Fairfield_Inn_Suites_Indianapolis_Downtown.png,8.493371963500977,"Hotels,Hotel",8.493371963500977,1
Best Western Plus Franklin Square Inn TroyAlbany,1 4th St,Best_Western_Plus_Franklin_Square_Inn_TroyAlbany.png,8.49317578971386,"Hotels Motels,Hotel",16.98635157942772,2
Rodeway Inn Suites,3183 W Us Highway 50,Rodeway_Inn_Suites.png,8.493072897195816,"Hotels,Lodging,Motels,Hotel",8.493072897195816,1
Prince Conti Hotel,830 Conti St,Prince_Conti_Hotel.png,8.493072599172592,"Hotels,Motel,Hotel",8.493072599172592,1
Microtel Inn Suites By Wyndham Pleasanton,1311 Brusch Country Ln,Microtel_Inn_Suites_By_Wyndham_Pleasanton.png,8.493062615394592,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotel",8.493062615394592,1
Hawthorn Suites By Wyndham Louisville/jeffersontown,11762 Commonwealth Dr,Hawthorn_Suites_By_Wyndham_Louisville_jeffersontown.png,8.493062615394592,"Hotels and motels,Hotel and motel reservations,Hotel",8.493062615394592,1
Microtel Inn Suites By Wyndham Culpeper,885 Willis Ln,Microtel_Inn_Suites_By_Wyndham_Culpeper.png,8.493062615394592,"Hotels and motels,Hotels Motels,Hotel",8.493062615394592,1
BEST WESTERN PLUS Greentree Inn & Suites,1811 N Moore Ave,BEST_WESTERN_PLUS_Greentree_Inn___Suites.png,8.49303475022316,"Corporate Housing,Lodging,Hotels Motels,Hotel",16.98606950044632,2
Oak Tree Inn,620 Souder Rd,Oak_Tree_Inn.png,8.492955327033997,"Hotels Motels,Hotel",8.492955327033997,1
Inn At Turning Stone Casino,5558 W Main St,Inn_At_Turning_Stone_Casino.png,8.49269813299179,"Casinos,Lodging,Hotels Motels,Hotels & Motels,Hotel",8.49269813299179,1
Voyageur Motel,1210 3rd Ave,Voyageur_Motel.png,8.492695450782776,"Hotels,B&bs / Inns,Hotels and motels,Hotels Motels,Motels,Hotels & Motels,Hotel,Restaurants",8.492695450782776,1
Hilton Garden Inn Fayetteville,1325 N Palak Dr,Hilton_Garden_Inn_Fayetteville.png,8.492609769105911,"Hotels,Hotels and motels,Lodging,Hotels Motels,Hotel",8.492609769105911,1
Deluxe 6 Inn Suites,8280 N Expressway 77,Deluxe_6_Inn_Suites.png,8.492585480213165,"Hotels,Corporate Lodging,Lodging,Motels,Hotel",8.492585480213165,1
Comfort Inn,195 S Colorado Ave,Comfort_Inn.png,8.492361813783646,"Hotels,Hotels and motels,Hotel and motel reservations,Budget Hotels,Corporate Lodging,Tourist Hotels,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotel,Business Hotels",8.492361813783646,1
Americinn Hotel Suites Pella,910 W 16th St,Americinn_Hotel_Suites_Pella.png,8.492326349020004,"Conventions,Family-Friendly Hotels,Budget Hotels,Hotels and motels,Hotels Motels,Hotel,Business Hotels",8.492326349020004,1
The Bunkhouse Lodge,23339 Highway 65,The_Bunkhouse_Lodge.png,8.491813153028488,"Hotels and motels,Hotel",16.983626306056976,2
Best Western Plus Executive Inn,1002 Earth Rd,Best_Western_Plus_Executive_Inn.png,8.491716593503952,"Hotels,Corporate Housing,Budget Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Business Hotels,Hotel",8.491716593503952,1
Best Western Palo Duro Canyon Inn Suites,2801 4th Ave,Best_Western_Palo_Duro_Canyon_Inn_Suites.png,8.491603642702103,"Hotels,Lodging,Hotels Motels,Hotel",16.983207285404205,2
Comfort Inn,3239 Point Mallard Pkwy,Comfort_Inn.png,8.491434589028358,"Hotels Motels,Hotel",16.982869178056717,2
Quality Inn-rexburg,885 W Main St,Quality_Inn-rexburg.png,8.491411194205284,"Hotels,Hotels and motels,Hotel",16.98282238841057,2
Best Western Gardens Hotel at Joshua Tree National Park,71487 Twentynine Palms Hwy,Best_Western_Gardens_Hotel_at_Joshua_Tree_National_Park.png,8.491285353899002,"Hotels Motels,Hotel",16.982570707798004,2
Dreamers Lodge,144 N Canyon Blvd,Dreamers_Lodge.png,8.490812093019485,"Hotels,Hotels and motels,Hotel and motel reservations,Motel,Hotel",8.490812093019485,1
Best Western Plus Main Street Inn,1562 E Main St,Best_Western_Plus_Main_Street_Inn.png,8.490483224391937,"Hotels Motels,Hotel",8.490483224391937,1
Comfort Suites,31 Frontage Rd,Comfort_Suites.png,8.490248084068298,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",8.490248084068298,1
Holiday Inn Ft LauderdaleAirport,2905 Sheridan St,Holiday_Inn_Ft_LauderdaleAirport.png,8.490107814470926,"Hotels,Conference Room,Meeting Room,Hotel",25.47032344341278,3
Magnuson Hotel On The Lake,103 2nd St,Magnuson_Hotel_On_The_Lake.png,8.490081638097763,"Hotels,Hotels and motels,Motels,Hotel",8.490081638097763,1
Courtyard by Marriott San Antonio Downtown/Market Square,600 Santa Rosa South,Courtyard_by_Marriott_San_Antonio_Downtown_Market_Square.png,8.489946782588959,"Hotels,Hotel & Motel Reservations,Accommodation Reservations,Accommodations & Lodging,Hotels Motels,Hotel Representatives,Hotel",8.489946782588959,1
Sage Motel,1009 N 6th St,Sage_Motel.png,8.489715367555618,"Hotels,Hotels and motels,Lodging,Motels,Hotels & Motels,Hotel",8.489715367555618,1
Margaritaville Island Inn,2735 Parkway,Margaritaville_Island_Inn.png,8.489487528800964,"Hotels,Hotel",8.489487528800964,1
Comfort Inn Lacey,4700 Park Center Ave Ne,Comfort_Inn_Lacey.png,8.489400878548622,"Hotels,Hotel",16.978801757097244,2
Comfort Suites-lombard,530 W North Ave,Comfort_Suites-lombard.png,8.489338219165802,"Hotels and motels,Travel & Transport,Hotels & Motels,Hotel",8.489338219165802,1
Disneyland Hotel,1150 West Magic Way,Disneyland_Hotel.png,8.48928596576055,"Luxury Hotels,Hotels Motels,Hotels & Motels,Hotel",25.467857897281647,3
Barn Motor Inn,490 Wine Country Rd,Barn_Motor_Inn.png,8.489270865917206,"Hotels,Motel,Hotel",8.489270865917206,1
Washington Motel,1011 Carolina Ave,Washington_Motel.png,8.488773465156555,"Hotels,Lodging,Hotels Motels,Motels,Hotel",8.488773465156555,1
High Point World Resort,2951 High Point Blvd,High_Point_World_Resort.png,8.488594502210617,"Hotels and motels,Resorts,Hotel",8.488594502210617,1
Headrick's River Breeze Motel,8242 State Highway 73,Headrick_s_River_Breeze_Motel.png,8.488412857055664,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotel",8.488412857055664,1
Adobe Hacienda Motel,1223 N Federal Hwy,Adobe_Hacienda_Motel.png,8.488360926508904,"Lodging,Hotels Motels,Motels,Hotel",16.976721853017807,2
Motel 6 Ellensburg,403 W University Way,Motel_6_Ellensburg.png,8.488146871328354,"Hotels,Lodging,Motels,Hotel",8.488146871328354,1
Residence Inn by Marriott Memphis Southaven,7165 Sleepy Hollow Drive,Residence_Inn_by_Marriott_Memphis_Southaven.png,8.488117665052414,"Hotels,Meeting Facilities,Lodging,Hotels Motels,Hotel",8.488117665052414,1
Quality Inn-palm Bay,890 Palm Bay Rd Ne,Quality_Inn-palm_Bay.png,8.487990409135818,"Hotels and motels,Hotel",8.487990409135818,1
Comfort Inn-louisville,4444 Dixie Hwy,Comfort_Inn-louisville.png,8.487670481204987,"Hotels and motels,Hotel",8.487670481204987,1
Quality Inn,1005 Jockey Ct,Quality_Inn.png,8.487665116786957,"Hotels,Budget Hotels,Corporate Lodging,Tourist Hotels,Motel,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Business Hotels,Hotel",16.975330233573914,2
Lasso Motel,125 S Highway 87,Lasso_Motel.png,8.487632483243942,"Hotels,Lodging,Motels,Hotel",8.487632483243942,1
Dollinger's Motel,213 S Main St,Dollinger_s_Motel.png,8.487503439188004,"Albion, NY,Hotels and motels,Hotels Motels,Hotel",8.487503439188004,1
Courtyard by Marriott Greenbelt,6301 Golden Triangle Dr,Courtyard_by_Marriott_Greenbelt.png,8.487054169178009,"Hotels,Hotel",8.487054169178009,1
BEST WESTERN Canoga Park Motor Inn,20122 Vanowen St,BEST_WESTERN_Canoga_Park_Motor_Inn.png,8.48654567450285,"Corporate Housing,Lodging,Hotel Winnetka,Hotels Motels,Hotels & Motels,Hotel",33.9461826980114,4
Holiday Inn Express Grove City (Outlet Center),21 Holiday Blvd,Holiday_Inn_Express_Grove_City_(Outlet_Center).png,8.486294358968735,"Resorts,Budget Hotels,Corporate Lodging,Lodging,Family-friendly Hotels,Hotels,Weekend Getaway Hotels,Tourist Hotels,Hotel and Meeting Room,Hotels Motels,Hotel,Beach Hotels,Business Hotels",8.486294358968735,1
Comfort Inn,2002 South Hwy 89/91,Comfort_Inn.png,8.48581662774086,"Hotels Motels,Hotel",8.48581662774086,1
Motel 6 San Jose - Campbell,1240 Camden Ave,Motel_6_San_Jose_-_Campbell.png,8.485625147819519,"Hotels Motels,Hotel",8.485625147819519,1
Travelodge,820 W Bel Air Ave,Travelodge.png,8.485594153404236,"Hotels Motels,Hotel",8.485594153404236,1
Sleep Inn,3043 Hiers Corner Rd,Sleep_Inn.png,8.485580692688623,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotel",25.456742078065872,3
Nine Pines Motel,2089 E White Mountain Blvd,Nine_Pines_Motel.png,8.485295236110687,"Hotels,Resorts,Hotels and motels,Lodging,Motels,Hotel",8.485295236110687,1
Motel 6,2745 S Woodlands Village Blvd,Motel_6.png,8.485287338495255,"Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",8.485287338495255,1
Hampton Inn & Suites Holly Springs,1050 S Main Street,Hampton_Inn___Suites_Holly_Springs.png,8.485203891992569,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Hotel",8.485203891992569,1
Quality Inn,797 Business Park Dr,Quality_Inn.png,8.485202625393867,"Hotels,Hotels and motels,Corporate Lodging,Motel,Hotels Motels,Motels,Hotels & Motels,Hotel",16.970405250787735,2
La Quinta Inn Suites Weatherford,1915 Wall St,La_Quinta_Inn_Suites_Weatherford.png,8.4841870367527,"Bed Breakfasts,Budget Hotels,Apartment Hotels,Business Services,Lodging,Travel,Family-Friendly Hotels,Extended Stay,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotel,Beach Hotels,Business Hotels",16.9683740735054,2
Lexington Inn Ardmore,136 Holiday Dr,Lexington_Inn_Ardmore.png,8.483731657266617,"Hotels,Family-Friendly Hotels,Budget Hotels,Hotels and motels,Hotel and motel reservations,Apartment Hotels,Lodging,Swimming Pools,Hotels Motels,Hotels & Motels,Hotel,Business Hotels",8.483731657266617,1
Sleep Inn Suites,3200 Outlet Blvd,Sleep_Inn_Suites.png,8.48346284031868,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Motels,Hotel",8.48346284031868,1
Best Western Mt Pleasant Inn,810 N Grand Ave,Best_Western_Mt_Pleasant_Inn.png,8.483360633254051,"Hotels,Corporate Housing,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Motels,Hotel",33.933442533016205,4
Wagon Wheel Motel,1217 N Main St,Wagon_Wheel_Motel.png,8.482867687940598,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Hotel",8.482867687940598,1
Quality Inn,4646 Scottsville Rd I65 At Exit 22,Quality_Inn.png,8.48261846601963,"Hotels,Lodging,Hotels And Motels,Hotels Motels,Motels,Hotels & Motels,Hotel",16.96523693203926,2
New Victorian Inn Suites Sioux City,3101 Singing Hills Blvd,New_Victorian_Inn_Suites_Sioux_City.png,8.481786261002222,"Hotels,Corporate Lodging,Lodging,Hotel",25.445358783006668,3
Village Inn Motel,229 Cottage Ave,Village_Inn_Motel.png,8.481589168310165,"Hotels,Hotels and motels,Hotel",8.481589168310165,1
Boulders Inn & Suites,3400 Okoboji Ave,Boulders_Inn___Suites.png,8.480948567390442,"Hotels,Hotels and motels,Hotel and motel reservations,Business Services,Lodging,Hotels Motels,Bed & Breakfast & Inns,Motels,Hotel",8.480948567390442,1
Courtyard Fort Worth Fossil Creek,3751 NE Loop 820,Courtyard_Fort_Worth_Fossil_Creek.png,8.480714917182922,"Hotels,Meeting Room,Hotel",8.480714917182922,1
Days Inn-Milledgeville,2551 N Columbia St,Days_Inn-Milledgeville.png,8.480690330266953,"Hotels,Budget Hotels,Lodging,Hotels Motels,Motels,Hotel",8.480690330266953,1
Comfort Inn,2582 N Westwood Blvd,Comfort_Inn.png,8.479886561632156,"Hotels,Budget Hotels,Corporate Lodging,Tourist Hotels,Motel,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotel,Business Hotels",8.479886561632156,1
Hampton Inn Baton Rouge/Denham Springs,201 Rushing Rd W,Hampton_Inn_Baton_Rouge_Denham_Springs.png,8.479327470064163,"Hotels,Hotels and motels,Corporate Lodging,Corporate housing,Lodging,Hotel",8.479327470064163,1
Econolodge,983 York Rd,Econolodge.png,8.479183226823807,"Hotels,Corporate Lodging,Motel,Lodging,Motels,Hotel",8.479183226823807,1
Red Roof Inn & Suites Oxford,138 Elm St,Red_Roof_Inn___Suites_Oxford.png,8.479147762060165,"Bed Breakfasts,Hotels and motels,Hotels Motels,Hotel",8.479147762060165,1
Falls Motel,512 E 2nd St,Falls_Motel.png,8.478548884391785,"Hotels,Conventions,Convention Services and Facilities,Hotels and motels,Hotels and Motels,Lodging,Hotels Motels,Motels,Hotels & Motels,Hotel",8.478548884391785,1
Hyatt Place HoustonSugar Land,16730 Creek Bend Dr,Hyatt_Place_HoustonSugar_Land.png,8.47842401266098,"Hotels,International restaurants,Hotels and motels,Hotel and motel reservations,E-Commerce,American restaurants,Hotel,Restaurants",8.47842401266098,1
Best Western Allatoona Inn Suites,5663 Highway 20 NE,Best_Western_Allatoona_Inn_Suites.png,8.478410378098488,"Hotels,Lodging,Hotel",16.956820756196976,2
Red Roof Inn Lafayette,4201 South St,Red_Roof_Inn_Lafayette.png,8.477644383907318,"Hotels,Bed Breakfasts,Family-Friendly Hotels,Budget Hotels,Hotels and motels,Hotels Motels,Hotel,Business Hotels",8.477644383907318,1
Wattstull Inn,130 Arcadia Rd,Wattstull_Inn.png,8.477329075336456,"B&bs / Inns,Hotels and motels,Hotel",8.477329075336456,1
Carousel Inn,14230 Highway 27,Carousel_Inn.png,8.477325052022934,"Hotels and motels,Hotels Motels,Hotels & Motels,Hotel",8.477325052022934,1
Econo Lodge,246 Highway P,Econo_Lodge.png,8.477174773812294,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotel",33.908699095249176,4
Village Inn Motel,453 S Broadway Blvd,Village_Inn_Motel.png,8.477105557918549,"Hotels Motels,Hotel,Restaurants",8.477105557918549,1
Comfort Inn,7801 W Quinault Ave,Comfort_Inn.png,8.476834058761597,"Hotels,Budget Hotels,Hotels and motels,Corporate Lodging,Tourist Hotels,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Business Hotels,Hotel",8.476834058761597,1
Mountvernon Motel,353 Highway 30 SW,Mountvernon_Motel.png,8.476540356874466,"Hotels,Motels,Hotel",8.476540356874466,1
Fairfield Inn Roseville,1910 Taylor Rd,Fairfield_Inn_Roseville.png,8.475815862417221,"Hotels Motels,Hotel",8.475815862417221,1
Motel 6 Willows,452 Humboldt Ave,Motel_6_Willows.png,8.475616931915283,"Hotels Motels,Hotel",8.475616931915283,1
Hampton Inn GadsdenAttalla,206 Walker St,Hampton_Inn_GadsdenAttalla.png,8.475458547472954,"Hotels and motels,Hotels & Motels,Hotel",33.901834189891815,4
Blue Mountain Inn Suites,37 Park St,Blue_Mountain_Inn_Suites.png,8.475070506334305,"Hotels and motels,Hotel and motel reservations,Hotel",8.475070506334305,1
Best Western Lee's Motor Inn,220 W King Ave,Best_Western_Lee_s_Motor_Inn.png,8.473586946725845,"Travel and Tourism,Hotels Motels,Hotel",8.473586946725845,1
Hilton Los Angeles/Universal City,555 Universal Hollywood Drive,Hilton_Los_Angeles_Universal_City.png,8.473492622375488,"Hotels,Corporate Lodging,Lodging,Hotels Motels,Hotel,Restaurants",8.473492622375488,1
Ramada Frisco,990 Lakepoint Dr,Ramada_Frisco.png,8.4733966588974,"Hotels,Hotels Motels,Business Hotels,Hotel",8.4733966588974,1
Best Way Inn,320 By Pass 123,Best_Way_Inn.png,8.471719831228256,"Lodging,Hotels Motels,Motels,Hotel",8.471719831228256,1
Best Western Plus The Inn Suites at Muskogee,2701 Military Boulevard,Best_Western_Plus_The_Inn_Suites_at_Muskogee.png,8.471599280834198,"Hotels,Lodging,Hotel",8.471599280834198,1
Wyndham Garden Tallahassee Capitol,1355 Apalachee Pkwy,Wyndham_Garden_Tallahassee_Capitol.png,8.470241149266561,"Hotels and motels,Hotels Motels,Hotel",25.410723447799683,3
High Country Lodge,1227 Emerald Bay Rd,High_Country_Lodge.png,8.46997520327568,"Hotels,Resorts,Travel and Tourism,Lodging,Hotels Motels,Motels,Hotel",8.46997520327568,1
Residence Inn Provo,252 W 2230 N,Residence_Inn_Provo.png,8.469298213720322,"Hotel,Hotels,Lodging",16.938596427440643,2
Royal Grove Hotel,151 Uluniu Ave,Royal_Grove_Hotel.png,8.467471063137054,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel",8.467471063137054,1
Mayflower Park Hotel,405 Olive Way,Mayflower_Park_Hotel.png,8.46704168319702,"Hotels,Hotels and motels,Hotels Motels,Banquet facilities,Hotel",84.67041683197021,10
